regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Niedersachsen,260.0,combined_heat_and_power_plant,ONE_YEAR_FREE,,False,True,6,3.26,40.0,1050.0,1998.0,111290862,,district_heating,True,Niedersachsen,True,5.0,790.0,6,74.0,Hannover,well_kept,sophisticated,,Prinz-Albrecht-Ring,Prinz-Albrecht-Ring,True,5,penthouse,30657,2.0,27.8,3.0,3.0,2,False,3,Hannover,Bothfeld,"Die attraktive 2-Zimmer-Wohnung ist bequem mit dem Fahrstuhl zu erreichen und liegt in einem dreistöckigen Wohn- und Geschäftshaus. Sowohl von dem großzügigen Wohn-Essbereich mit angeschlossener hochwertiger Einbauküche als auch aus dem Schlafzimmer kann man auf den 24 Quadratmeter großen Südbalkon hinaustreten.

Durch die bodentiefen Fenster ist das Studio ausgesprochen hell, kann jedoch mit elektrischen Rollläden auch abgedunkelt werden.

Das Tageslicht-Badezimmer verfügt über Dusche und Badewanne gleichermaßen. Einzelheiten sind dem Grundriss zu entnehmen.

Über der Wohnung befindet sich ein riesiger Abstellraum mit einer Raumhöhe von 1,50 m, der ggf. auch als Gästezimmer genutzt werden kann und rundum mit Fenstern versehen ist. Weitere Abstellmöglichkeiten bietet der Keller.

Auf Wunsch kann - Verfügbarkeit vorausgesetzt - ein Tiefgaragenplatz gemietet werden. Ansonsten befinden sich Parkplätze am Haus.",,,A_PLUS,,,,May19
Nordrhein_Westfalen,130.0,central_heating,ONE_YEAR_FREE,,False,True,5,3.23,40.0,533.0,1903.0,107310791,,gas,False,Nordrhein_Westfalen,False,1.0,403.0,33,61.91,Wuppertal,first_time_use_after_refurbishment,simple,negotiable,R&ouml;digerstr.,Rödigerstr.,False,3,ground_floor,42283,2.0,,0.0,4.0,2,False,3,Wuppertal,Barmen,"Die renaissance AG bietet auf der Rödigerstr. 33 in 42283 Wuppertal eine rund 62 m² große, 2- Zimmer Wohnung im Erdgeschoss rechts zur direkten Anmietung an.","+komplett saniert
+Laminat in allen Räumen
+Fliesen im Bad
+Tageslichtbad
+helles Wohnzimmer
+helles Schlafzimmer",,,2018.0,90.76,0.1985,Sep18
Sachsen,133.0,central_heating,ONE_YEAR_FREE,10.0,False,True,12,0.74,2.4,,1960.0,109490300,,district_heating,False,Sachsen,True,2.0,630.0,8,79.2,Meißen_Kreis,mint_condition,sophisticated,negotiable,Kurt-Schlosser-Stra&szlig;e,Kurt-Schlosser-Straße,True,5,apartment,1591,3.0,58.3,3.0,5.0,3,True,3,Meißen_Kreis,Riesa,Die Wohnung befindet sich im dritten Obergeschoss eines 5-geschossigen Mehrfamilienhauses.,"In den Wohnräumen ist ein Vinylbelag in Holzoptik verlegt. Die Wände sind mit Raufasertapete tapeziert und weiß gestrichen. Das geflieste Tageslichtbad ist mit einer Badewanne, Dusche, WC, Waschbecken, Waschmaschinenanschluß und Handtuchheizkörper ausgestattet. Weitere Ausstattungsmerkmale sind: Aufzug, großer Balkon, Stellplatz, Carport,  Außenrollos (Südseite), Partyraum, Keller, großzügiger Garten mit Teich, Grillplatz und Sitzecke, Sprechanlage mit Videoüberwachung",,,2015.0,,,Feb20
Nordrhein_Westfalen,86.96,central_heating,ONE_YEAR_FREE,,False,True,12,3.31,40.0,539.86,1928.0,115636680,,district_heating,False,Nordrhein_Westfalen,True,1.0,390.9,34,62.62,Essen,well_kept,normal,negotiable,Seibertzstr.,Seibertzstr.,False,2,apartment,45144,3.0,89.4,2.0,,3,False,3,Essen,Frohnhausen,"Hier wohnen Sie im Herzen vom beliebten Stadtteil Essen-Frohnhausen. Profitieren Sie von der Nähe zur Frohnhauser-Einkaufsstraße, die Ihnen all das bietet, was Sie für Ihr alltägliches Leben benötigen.
Die Nähe zur Autobahn 40 sowie eine hervorragende Anbindung mit den öffentlichen Verkehrsmitteln ermöglichen es Ihnen, das Stadtzentrum sowie benachbarte Städte in nur wenigen Minuten zu erreichen.","Diese gut aufgeteilte 3-Zimmer-Wohnung mit einer Wohnfläche von rund 63 m² ist wie folgt ausgestattet:

- Laminatböden in allen Räumen
- weißes Bad mit Dusche 
- mahagonifarbene Türelemente
- Gegensprechanlage
- Balkon 
- Keller
- Dachboden

Mod.: 2000",62.0,,2000.0,,,Feb20
Niedersachsen,150.0,gas_heating,NONE,,False,True,19,0.0,,650.0,1970.0,106938643,2.0,gas,False,Niedersachsen,False,2.0,500.0,,130.0,Vechta_Kreis,fully_renovated,normal,negotiable,no_information,,False,3,roof_storey,49424,5.0,224.4,2.0,2.0,5,True,6,Vechta_Kreis,Goldenstedt,"Grundriss: Küche ohne Einbauküche, Wohn- und Esszimmer, Hauswirtschaftsraum, 3 Schlafzimmer, Badezimmer (Dusche, ein Waschtisch, WC), Gäste-WC, Flur, Balkon.

Der Wohnung ist ein PKW-Stellplatz zugeordnet.

Gemeinschaftlich genutzt wird ein Fahrrad- und Geräteraum.

Miete: 500,00 EUR

Nebenkosten: 150,00 EUR
In den Nebenkosten sind alle Kosten enthalten außer Strom.

TV wird über Satellit empfangen.

Hautierhaltung ist nicht erlaubt.

Energieausweis:
Liegt vor",,20.0,,2017.0,90.76,0.1985,Sep18
Schleswig_Holstein,60.0,district_heating,ONE_YEAR_FREE,,False,False,17,3.61,40.0,515.0,1953.0,102956786,,district_heating,False,Schleswig_Holstein,True,2.0,410.0,9,45.0,Kiel,well_kept,normal,,Bremerstr.,Bremerstr.,False,3,apartment,24118,1.5,,2.0,5.0,1,False,2,Kiel,Ravensberg,"Das Gebäude liegt in einer ruhigen Seitenstrasse. Es verfügt über eine Sprechanlage und einen geräumigen Fahrradabstellraum im Keller.
Das Haus ist ca. 300m von der Uni entfernt und liegt ca. 50m von allen Einkaufsmöglichkeiten der Holtenauerstr. entfernt.Die Wohnung ist in der Küche mit Herd, Spüle, Küchenschränken und Regalen ausgestattet. Der Fußboden ist mit Laminat belegt.
Im Bad befindet sich neben Dusche, WC und Waschbecken ein schöner Laminatfußboden.
Das Schlafzimmer ist zur Bremerstr. ausgerichtet. Da diese jedoch sehr ruhig ist, ist eine gute Nachtruhe stets gewährleistet.
Das geräumige und helle Wohnzimmer ist zum ruhigen Hof ausgerichtet und ebenfalls mit einem Laminatfußboden ausgestattet.
Im Flur besteht die Möglichkeit, einen kleinen Esstisch mit zwei Stühlen aufzustellen. Gleichzeitg finden sich dort zwei große Abseiten, die viel Stauraum bieten oder aber Abstellmöglichkeiten für Waschmaschine und Wäschetrockner.
Insgesamt ist die Wohnung sehr hell und ruhig. Dennoch ermöglicht ihre Lage die Teilnahme an alles Geselligkeiten der Holtenauerstr. mit ihren Restaurants, Kinos und anderen Unterhaltungsmöglichkeiten. Gleichzeitig finden sich dort auch alle Einkaufsmöglichkeiten, wie Drogerien, Penny, Aldi und Supermärkte. Der Blücherplatz mit seinem Wochenmarkt ist ebenso fussläufig zu erreichen, wie  auch die Kieler Förde und die Parkanlagen der Forstbaumschule und das Düsternbrooker Gehölz.
INTERESSENTEN MELDEN SICH BITTE AUSSCHLIESSLICH UNTER 0174 / 41 651 41!!! EMAILANFRAGEN KÖNNEN LEIDER NICHT BEANTWORTET WERDEN1","Das Gebäude liegt in einer ruhigen Seitenstrasse. Es verfügt über eine Sprechanlage und einen geräumigen Fahrradabstellraum im Keller.
Das Haus ist ca. 300m von der Uni entfernt und liegt ca. 50m von allen Einkaufsmöglichkeiten der Holtenauerstr. entfernt.Die Wohnung ist in der Küche mit Herd, Spüle, Küchenschränken und Regalen ausgestattet. Der Fußboden ist mit Laminat belegt.
Im Bad befindet sich neben Dusche, WC und Waschbecken ein schöner Laminatfußboden.
Das Schlafzimmer ist zur Bremerstr. ausgerichtet. Da diese jedoch sehr ruhig ist, ist eine gute Nachtruhe stets gewährleistet.
Das geräumige und helle Wohnzimmer ist zum ruhigen Hof ausgerichtet und ebenfalls mit einem Laminatfußboden ausgestattet.
Im Flur besteh die Möglichkeit, einen kleinen Esstisch mit zwei Stühlen aufzustellen. Gleichzeitg finden sich dort zwei große Abseiten, die viel Stauraum bieten oder aber Abstellmöglichkeiten für Waschmaschine und Wäschetrockner.
Insgesamt ist die Wohnung sehr hell und ruhig. Dennoch ermöglicht ihre Lage die Teilnahme an alles Geselligkeiten der Holtenauerstr. mit ihren Restaurants, Kinos und anderen Unterhaltungsmöglichkeiten. Gleichzeitig finden sich dort auch alle Einkaufsmöglichkeiten, wie Drogerien, Penny, Aldi und Supermärkte. Der Blücherplatz mit seinem Wochenmarkt ist ebenso fussläufig zu erreichen, wie  auch die Kieler Förde und die Parkanlagen der Forstbaumschule und das Düsternbrooker Gehölz.
INTERESSENTEN MELDEN SICH BITTE AUSSCHLIESSLICH UNTER 0174 / 41 651 41!!! EMAILANFRAGEN KÖNNEN LEIDER NICHT BEANTWORTET WERDEN1",45.0,,,,,Oct19
Bayern,90.0,gas_heating,ONE_YEAR_FREE,,False,True,1,5.94,40.0,790.0,1955.0,113810796,,gas,False,Bayern,False,2.0,700.0,,19.2,München,refurbished,sophisticated,,no_information,,False,5,apartment,80802,1.0,92.0,4.0,5.0,1,False,1,München,Schwabing,Die helle Wohnung befindet sich in der 4. Etage des gepflegen Mehrfamilienhauses  und verfügt über vier Zimmer und zwei Balkone. Die teilsanierte Wohnung verfügt über einen neuen Eichen-Dielenboden und ist ab sofort bezugsfrei.,WG-Gründung,,,2018.0,,,Oct19
Nordrhein_Westfalen,,,ONE_YEAR_FREE,,False,False,9,4.05,40.0,,,107683081,,,False,Nordrhein_Westfalen,False,,750.0,65,30.0,Bielefeld,refurbished,,no,Meller Str.,Meller_Str.,False,5,,33613,1.0,,,,1,False,1,Bielefeld,Innenstadt,"Das 1-Zimmerapartment wurde im modernen Industrie-Design eingerichtet. Das Apartment bietet eine moderne Einbauküche, welche mit Herd, sowie Kühlschrank und Gefrierfach ausgestattet ist. Zusätzlich haben Sie im Wohnzimmer die Möglichkeit auf dem gemütlichen Sofa/Sessel zu relaxen oder für einen gemütlichen Fernsehabend zu nutzen, welchen das moderne Flatscreen-TV perfekt macht. Im gefliesten Badezimmer befindet sich eine Dusche.",,,,,,,May19
Baden_Württemberg,100.0,self_contained_central_heating,ONE_YEAR_FREE,10.0,False,True,13,6.9,10.0,,1962.0,110394180,1.0,gas,True,Baden_Württemberg,True,2.0,1500.0,,107.5,Heilbronn,well_kept,,no,no_information,,False,7,ground_floor,74080,4.0,182.9,,,4,False,5,Heilbronn,Böckingen,"Wunderschöne, großzügige 4-Zimmerwohnung mit Einbauküche. Die Küche ist ausgestattet mit kombiniertem Kühl- und Gefrierschrank, Spülmaschine, Herd mit Cerankochfeld, Backofen, Mikrowelle und viel Stauraum in den Einbauschränken. Die Wohnung ist komplett neu möbliert: Wohnzimmer mit Sofa, Couchtisch, Teppich, Sideboards. Esszimmer mit Esstisch und Stühlen. Schlafzimmer mit Doppelbett, Kleiderschrank, 2 Nachttischen. Flur mit Garderobe, Spiegel und Lampen in der ganzen Wohnung. Tageslichtbad mit Wanne, Dusche, Wachbecken, Handtuchtrockner, Spiegel- und Badschrank, separates WC mit Spiegelschrank. Die Wände und Decken sind tapeziert und in weiß gestrichen. Korkböden im Wohn- und Schlafzimmern, restliche Räume sind gefliest. 1 Kellerraum, 1 Garage, eine gemeinschaftliche Waschküche mit Waschmaschine runden das Angebot ab. Die Wohnung ist sofort frei. Einziehen und wohlfühlen!

Gas und Strom sind vom Mieter direkt anzumelden. 			

Mietpreis: 1.500,00 Euro inkl. Garage  
Nebenkosten: ca. 100,00 Euro ohne Heizung und Warmwasser
Kaution: 3 Monatsmieten.

Bitte Anfragen über das Kontaktformular (Anbieter kontaktieren) stellen. Vielen Dank.

Anbieter-Objektnummer: M5295",,,F,2019.0,,,May19
Rheinland_Pfalz,180.0,heat_pump,ONE_YEAR_FREE,10.0,False,True,14,2.82,2.4,,1973.0,107011815,1.0,district_heating,True,Rheinland_Pfalz,True,3.0,1300.0,,150.0,Mainz_Bingen_Kreis,fully_renovated,luxury,no,no_information,,False,7,terraced_flat,55411,3.0,,,,3,False,6,Mainz_Bingen_Kreis,Bingen_am_Rhein,"Diese traumhafte, vollständig mit viel Liebe zum Detail & Kompetenz im Jahr 2015 renovierte, großzügige Wohnung bietet eine besondere Aussicht über den Rhein & auf die Germania. Die Blicklage ist aber nur eines der Highlights. Die Großzügigkeit der Räume, das durchdachte Raumkonzept sowie die verwendeten Materialien werden begeistern. Die ca. 155 qm Wfl. verteilt sich auf einen großen, hellen, offenen Wohn-/Essbereich, 2 Schlafräume, ein Ankleidezimmer, sowie die wirklich großzügige Küche inkl. hochwertiger Einbaugeräte & zusätzlichem Essbereich. Das exklusiv ausgestatte Bad mit ebenerdiger Dusche & Badewanne, ein Gäste-WC, sowie ein Hauswirtschaftsraum komplettieren das Ganze. Die großen Fensterflächen rheinwärts sorgen für eine angenehme Helligkeit & bieten eine grandiose Aussicht. Die große Sonnenterrasse erreichen Sie über drei Räume. Zur Beschattung wurde ebenfalls im Zuge der Renovierungsarbeiten eine große elektrische Markise angebracht. Hier können Sie in Ruhe Ausspannen, Sonnenbaden oder mit Freunden einen schönen Grillabend verbringen. Die perfekt gepflegte Wohnanlage ist eingebettet in ein schönes parkähnliches Grundstück. Die Wohnung erreichen Sie über eine Treppe die Ihnen erste tolle Ausblicke auf den Rhein beschert. Abgerundet wird die Immobilie durch einen breiten Tiefgaragenplatz & Abstellmöglichkeit im Keller. Die Mindestmietdauer beträgt 1 Jahr. Es sind keine Haustiere erlaubt.",,,,2015.0,90.76,0.1915,Sep18
Nordrhein_Westfalen,185.0,district_heating,ONE_YEAR_FREE,,False,True,12,4.29,40.0,,1982.0,112926407,,district_heating,False,Nordrhein_Westfalen,True,4.0,507.9,,85.0,Bottrop,well_kept,normal,negotiable,no_information,,False,4,raised_ground_floor,46236,3.5,86.1,,,3,False,4,Bottrop,Batenbrock_Süd,"Diese Wohnung ist ideal für Paare oder eine Familie mit einem Kind, die eine offene und individuell aufgeteilte Raumlösung bevorzugen. 
Sie wohnen hier in einer ca. 85 m² großen 3,5 - Zimmer Wohnung im Erdgeschoss eines gepflegten Mehrfamilienhauses. Sie verfügen über einen offenen Wohn-/Küchen-/Essbereich, einen Schlafraum, ein Kinder- oder Arbeitszimmer, ein Badezimmer und ein Gäste-WC. 

Gestalten Sie die Wohnräume ganz nach Ihren Wünschen und Bedürfnissen. Das hell geflieste Bad ist mit einer Badewanne, einer Dusche einem Waschbecken und einem WC ausgestattet. Hier befindet sich auch der Anschluss für die Waschmaschine. 
Ein Gäste-WC und 2 Abstellkammern im Dielenbereich gehören ebenfalls zur Wohnung. 

INFO:
Um die Privatsphäre der jetzigen Mieter zu schützen, wurde auf Originalaufnahmen verzichtet.
Die hier dargestellten Fotos zeigen eine baugleiche Wohnung, welche sich im 1. OG befindet.
Für weitere Informationen stehen wir Ihnen gerne zur Verfügung,

Wir freuen uns auf Ihren Anruf","-  Kunststofffenster mit Isolierverglasung 
-  Fliesenböden
- Teppichböden
-  Bad mit Wanne und Dusche
-  Gäste/WC 
-  2 Abstellkammern
-  Türsprechanlage
-  Fernwärmeheizung
-  Kabel/TV; muss bei Bedarf angemeldet werden
-  Garage/Stellplatz (kann zusätzlich angemietet werden)
-  Trockenraum
-  separater Keller",,,,,,Oct19
Bayern,500.0,,ONE_YEAR_FREE,10.0,False,True,22,5.86,2.4,5500.0,,115521292,,,True,Bayern,True,,5000.0,0,175.0,München,well_kept,,negotiable,Franz-Josef-Stra&szlig;e,Franz-Josef-Straße,False,9,roof_storey,80801,4.0,,4.0,4.0,4,False,7,München,Schwabing_West,"Diese aufwendig neu erbaute Maisonette-Wohnung befindet sich im Rückgebäude eines schönen, denkmalgeschützten Altbauhauses in Schwabing. Sie verfügt über vier Zimmer, eine Dachterrasse, eine Küche, zwei Bäder und eine Abstellkammer. Die Wohnung ist sehr ruhig, da sie zum Leopoldpark bzw. zum Innenhof ausgerichtet ist. 
Man betritt die Wohnung im 1. Dachgeschoss und befindet sich in einem großzügigen, modernen Wohn- und Essraum mit offener Küche. Das Wohnzimmer sowie ein Schlafzimmer haben über die gesamte Breite der Dachterrasse deckenhohe Fenster, die teilweise in eine Dachverglasung übergehen. Dadurch besitzen beide Räume einen Wintergartencharakter. Die Dachterrasse ist zum Leopoldpark hin ausgerichtet Die offene Küche ist mit einer hochwertigen, hellen Einbauküche inklusive aller Geräte ausgestattet. Es sind zwei Bäder vorhanden. Ein innen liegendes Bad ist mit einer großen Dusche, Waschbecken, WC und Platz für Waschmaschine und Trockner ausgestattet. Das zweite große Bad hat Fenster und verfügt über eine Wanne, Dusche, Waschbecken und WC. Im 2. Dachgeschoss befindet sich ein ansprechendes Gästezimmer. 
Die Wohnung ist klimatisiert, für eine Beschattung muss der Mieter selbst sorgen. In allen Wohnräumen ist hochwertiges Parkett verlegt.
Ein Kellerabteil steht zur Verfügung. Ein Gagenstellplatz kann auf Anfrage angemietet werden.
","Erstbezug
Parkett
Dachterrasse
offene Küche mit hochwertiger Einbauküche
1 Bad mit Wanne, Dusche, Waschbecken, WC und Fenster
1 Bad mit Dusche, Waschbecken, WC und Waschmaschinenanschluss
1 Abstellraum
klimatisiert
Fußbodenheizung
Kellerabteil
Garagenstellplatz auf Anfrage

Energieausweis liegt noch nicht vor, da das Dachgeschoss teilweise noch eine Baustelle ist!",,,,,,Feb20
Hessen,328.0,district_heating,ONE_YEAR_FREE,,True,True,2,5.78,40.0,1788.0,2018.0,106905521,,district_heating,False,Hessen,True,9.0,1460.0,2,112.3,Frankfurt_am_Main,first_time_use,,,Bertramstra&szlig;e,Bertramstraße,False,7,,60320,4.0,,1.0,,4,False,5,Frankfurt_am_Main,Dornbusch,"Es wurden insgesamt 189 hochwertige Wohnungen und eine Kindertagesstätte im umweltfreundlichen Passivhausstandard durch die ABG FRANKFURT HOLDING GmbH errichtet.Ein Passivhaus zeichnet aus, dass es überwiegend “passiv“ von der Sonne, von inneren Wärmequellen und von zurückgewonnener Wärme behaglich warm gehalten wird. Somit benötig ein Passivhaus weniger Heizenergie.Entscheiden Sie sich für eine unserer Passivhauswohnungen schonen Sie aktiv die Umwelt, sparen Ressourcen und natürlich auch Kosten. Die Wohnungen sind so gestaltet, dass sie durch ihre großzügigen Flure und optimalen Grundrisse der Bäder, Schlaf- und Aufenthaltsräume eine nahezu uneingeschränkte Unabhängigkeit bis ins hohe Alter bieten (alle Wohnungen sind mit Aufzügen zu erreichen).","Alle Wohn-und Schlafbereiche sowie die Fluren sind mit einem hochwertigen Echtholz-Parkettboden ausgestattet. Die gefliesten Bäder verfügen über Badewannen und teilweise auch Duschen. Da die Sonneneinstrahlung besonders im Sommer durch die Fenster die größte Wärmelast ist, verfügen alle Fenster über elektrische Rollläden. Die Wohnungen sind so gut gedämmt, dass eigentlich kaum eine Heizung benötigt wird. Dennoch verfügen sie über energieeffiziente Heizungen, falls diese doch einmal aufgrund von niedrigen Außentemperaturen gebraucht werden.Zur jeder Wohnung gehört ein mietereigener Keller, der Ihnen eine zusätzliche Abstellmöglichkeit bietet. Des Weiteren finden Sie in den Allgemeinräumen des Kellers eine Abstellmöglichkeit für Fahrräder. Bei Bedarf kann ein Tiefgaragenstellplatz für zusätzlich 100,00 EUR pro Monat angemietet werden.Die Wände sind zur freien Gestaltung tapezier- und streichfähig vorbereitet. ",57.0,,,90.76,0.1985,Sep18
Nordrhein_Westfalen,80.0,self_contained_central_heating,ONE_YEAR_FREE,10.0,False,False,6,3.23,2.4,400.0,,104066280,,gas,False,Nordrhein_Westfalen,False,,320.0,94a,50.0,Wuppertal,,normal,,Leimbacherstr.,Leimbacherstr.,False,2,roof_storey,42281,2.5,,2.0,2.0,2,False,2,Wuppertal,Barmen,"Die Wohnung befindet sich im zweiten Obergeschoss und besteht aus einem Wohnzimmer, Schlafzimmer, Küche, Flur und einem Badezimmer.","Ausstattung:
- Tageslicht im Badezimmer
- Regendusche
- Designer Fliesen im Badezimmer
- Laminat im Schlafzimmer und Wohnzimmer
- Klassischer Runddurchgang zur Küche
- Lichtdurchflutete Räume
- Gute Infrastruktur
- Einbauküche
- LED Beleuchtung
- Waschbecken mit Unterschrank",,,2018.0,90.76,0.1985,Sep18
Bremen,232.0,central_heating,ONE_YEAR_FREE,,False,True,6,3.13,40.0,791.28,1975.0,110766036,,district_heating,False,Bremen,True,3.0,469.28,34,75.69,Bremen,,,,Wohlers Eichen,Wohlers_Eichen,True,3,apartment,28239,3.0,104.0,6.0,,3,False,3,Bremen,Oslebshausen,"Jetzt besichtigen und kurzfristig in diese frisch renovierte Wohnung einziehen. Die Elektrik ist auf aktuellen Sicherheitsstandard gebracht. Das Badezimmer ist komplett erneuert mit weißen sanitären Einrichtungen und modernen Wand- und Bodenfliesen. Die Küche hat ebenfalls einen neuen weißen Fliesenspiegel. Alle Wände und Decken sind weiß gestrichen. Zur Wohnung gehört ein schöner Balkon, ein Abstellraum sowie ein Keller. Das Gebäude ist aktuell wärmegedämmt und bietet somit ein angenehmes Raumklima.

Wir sind für Sie vor Ort: - Seewenjestr. 194 in 28237 Bremen - Wir freuen uns auf Ihren Besuch.

",Aufzug; Türsprechanlage; Isolierverglasung; Warmwasser zentral (über Heizanlage); Waschmaschinenanschluss; barrierearmes WC; Kellerraum; Abstellkammer; Gas-Zentralheizung; Rauchwarnmelder; Bodenbelag PVC; Wärmedämmung der obersten Geschossdecke; Loggia;,90.0,,,,,May19
Sachsen,119.0,central_heating,ONE_YEAR_FREE,,False,True,2,2.41,40.0,552.0,1975.0,109827130,,district_heating,False,Sachsen,False,3.0,433.0,,49.46,Dresden,,,,no_information,,False,3,apartment,1099,2.0,69.0,5.0,5.0,2,False,2,Dresden,Radeberger_Vorstadt,Mehrfamilienhaus in zentraler Lage von Dresden-Neustadt / Stauffenbergallee.,"2-Zi.-Wohnung im 5. OG
Balkon
Küche mit Fenster
Tageslicht-Bad mit Wanne",,,1995.0,,,May19
Nordrhein_Westfalen,165.0,central_heating,ONE_YEAR_FREE,,False,True,7,3.83,40.0,665.0,1970.0,111372411,2.0,,False,Nordrhein_Westfalen,False,2.0,500.0,,65.0,Rheinisch_Bergischer_Kreis,well_kept,normal,,no_information,,False,3,apartment,51515,3.0,,1.0,,3,False,3,Rheinisch_Bergischer_Kreis,Kürten,"Diese schöne 3-Zimmer-Wohnung befindet sich in einem gepflegten Dreifamilienhaus in ruhiger Wohnlage von Kürten-Unterblissenbach.

Auf rd. 65 m² Wohnfläche finden sich zwei Schlafzimmer, ein Bad mit Wanne und Fenster, die Diele und das Wohnzimmer mit Ausgang zum Balkon mit herrlichem Weitblick wider. Größerer Stauraum befindet sich im gedämmten Dachspeicher. Es ist keine Einbauküche vorhanden.

Vor dem Haus gibt es Außenstellplätze zur freien Nutzung. Eine eigene Garage kann für € 50,-- im Monat zusätzlich angemietet werden.

Zur Anmietung der Wohnung wird eine einwandfreie Schufa-Auskunft vorausgesetzt.","- rd. 65 m² Wohnfläche

- 3 Zimmer, Küche, Diele, Bad

- Balkon

- Nutzraum im Dachspeicher

- Außenstellplätze

- Garage für 50€ mtl. möglich

- keine Einbauküche vorhanden

- Laminat und Fliesenböden",,,,,,May19
Sachsen_Anhalt,121.0,district_heating,ONE_YEAR_FREE,,False,True,6,1.83,40.0,434.0,1965.0,115317319,,district_heating,False,Sachsen_Anhalt,False,2.0,313.0,7,48.15,Halle_Saale,,,,Saturnstr.,Saturnstr.,False,2,apartment,6118,2.0,,5.0,5.0,2,False,2,Halle_Saale,Ortslage_Trotha,,Die Wohnung befindet sich in der Herrichtung. Anmietungsbeginn in Absprache mit der Genossenschaft.,63.0,,,,,Feb20
Nordrhein_Westfalen,90.0,central_heating,ONE_YEAR_FREE,10.0,False,False,4,3.49,10.0,530.0,1966.0,115569357,,natural_gas_light,False,Nordrhein_Westfalen,False,2.0,440.0,34,55.0,Solingen,modernized,normal,no,Messerstra&szlig;e,Messerstraße,False,3,roof_storey,42657,2.0,,3.0,3.0,2,False,2,Solingen,Burg/Höhscheid,"Diese ansprechende, modernisierte DG-Wohnung in der dritten Etage kann zum 01.04.2020 bezogen werden. Das Objekt verfügt über zwei attraktive Zimmer.",,,,2017.0,,,Feb20
Sachsen_Anhalt,132.0,central_heating,ONE_YEAR_FREE,10.0,False,False,6,1.82,2.4,462.0,1996.0,109724552,,gas,True,Sachsen_Anhalt,False,5.0,330.0,39-41,55.12,Saalekreis,modernized,,yes,Gotthardstra&szlig;e,Gotthardstraße,True,2,apartment,6217,1.0,107.6,2.0,,1,False,2,Saalekreis,Merseburg,"Diese geräumige 1 Raumwohnung besticht nicht nur durch die Lage im Zentrum von Merseburg. Sie ist lichtdurchflutet und mit neuen Laminat ausgestattet. Die Küche ist separat und verfügt über eine moderne Einbauküche. Das geflieste Bad mit Wanne und Fenster bietet auch noch Platz für eine Waschmaschine.

Durch die große Fensterfront ist die Wohnung sehr gut lichtdurchflutet. Einbauschränke runden das Angebot ab. Bequem erreicht man die Wohnung mit dem Lift. Einkaufsmöglichkeiten und Verkehrsanbindung befinden sich in unmittelbarer Nähe.

Warten Sie nicht lang und rufen Sie an: 0173-6560 269

Ein Stellplatz in der Tiefgarage kann für 30.- €/mtl. gemietet werden. Haustiere auf Anfrage möglich.

Angaben zum Energieausweis:

* bedarfsorientiert
* Energiebedarfskennwert: 107,6 kWh/(m²a)
* Baujahr Anlagentechnik: 1996
* gültig bis zum 16.08.2019
* Warmwasserverbrauch ist nicht enthalten

 
","TLB mit Wanne

Laminat

Lift

Stellplatz in Tiefgarage
",,,,,,May19
Sachsen,91.0,,ONE_YEAR_FREE,,False,False,7,4.12,10.0,,1981.0,108110945,,district_heating,False,Sachsen,False,4.0,215.5,27/0502,32.61,Leipzig,modernized,,yes,Breisgaustr.,Breisgaustr.,False,1,apartment,4209,1.0,110.0,4.0,11.0,1,False,1,Leipzig,Grünau_Mitte,"Die ideale Infrastruktur macht das Leben in Grünau  wohnenswert . So befinden sich zum Beispiel in unmittelbarer Nähe viele Einkaufsmöglichkeiten - angefangen vom Wochenmarkt bis hin zu großen Einkaufszentren ist alles vorhanden. Verschiedene Straßenbahnlinien sowie die S-Bahn erreicht man nach einem fünfminütigem Fussweg. Des weiteren haben sich einige Ärztehäuser, Schulen und Kindergärten etabliert. Freizeitmöglichkeiten bietet zum einen die Grünauer Welle und zum anderen das Naherholungsgebiet Kulkwitzer See.","Vor Einzug wird die Wohnung für Sie bezugsfertig hergerichtet. Die Wände und Decken werden neu tapeziert. In den Räumen wird ein heller, freundlicher PVC-Belag in Holzbodenoptik verlegt. Im Bad wird die Sanitärausstattung erneuert, außerdem wird das Bad gefliest. Hier können Sie einziehen und sich wohlfühlen!

Die Ausstattung der Wohnung gestaltet sich im Einzelnen wie folgt:
-Wände und Decken sind mit weißer Rauhfasertapete ausgestattet
-Fußbodenbelag PVC in Laminatoptik
-Gefliestes Bad mit Wanne, auf Wunsch kann in Absprache auch eine Dusche eingebaut werden
-Fliesenspiegel im Arbeitsbereich der Küche
-neue Zimmertüren 
-Kellerabteil/Abstellraum auf der Etage
-Fahrradraum und Trockenraum zur gemeinschaftlichen Nutzung
",,,,,,May19
